Ptrans test,,,,,,,,,
,,,,,,,,,
GIS,TfL,,,,,,,,
,,,,,,,,,
Depot Section,,,,,,,,,
,,,,,,,,,
Depot,SE13 7TW,This is the location from which all vehicles start/finish,,,,,,,
CommenceTime,20140610T090000,This is the start time for all vehicles,,,,,,,
,,,,,,,,,
Customer Section,,,,,,,,,
,Name,Location,Window Start,Window End,Visit length (mins),,,,
Visit,v1,W5 5TL,20140610T110000,20140610T120000,30,,,,
Visit,v2,SE9 5TG,20140610T090000,20140610T170000,30,,,,
Visit,v3,SE20 8LB,20140610T130000,20140610T170000,30,,,,
Visit,v4,SE1 1GE,20140610T100000,20140610T110000,30,,,,
Visit,v5,SE19 3NF,20140610T090000,20140610T130000,30,,,,
Visit,v6,SE19 3DX,20140610T090000,20140610T170000,30,,,,
Visit,v7,SE9 5DL,20140610T090000,20140610T170000,30,,,,
Visit,v8,SE1 4QA,20140610T090000,20140610T100000,30,,,,`
Visit,v9,SE12 9TZ,20140610T090000,20140610T170000,30,,,,
Visit,v10,SE17 3RD,20140610T130000,20140610T170000,30,,,,
Visit,v11,SE25 5PD,20140610T160000,20140610T170000,30,,,,
Visit,v12,SE25 4TY,20140610T090000,20140610T130000,30,,,,
Visit,v13,SE12 9ET,20140610T090000,20140610T170000,30,,,,
Visit,v14,SE9 5QR,20140610T110000,20140610T130000,30,,,,
Visit,v15,SE9 2LL,20140610T120000,20140610T130000,30,,,,
Visit,v16,SE19 2QJ,20140610T130000,20140610T170000,30,,,,
Visit,v17,SE12 8BP,20140610T090000,20140610T130000,30,,,,
Visit,v18,SE1 2SS,20140610T130000,20140610T170000,30,,,,
Visit,v19,SE17 1TS,20140610T150000,20140610T160000,30,,,,
Visit,v20,SE26 6HP,20140610T090000,20140610T110000,30,,,,
Visit,v21,SE26 6BP,20140610T090000,20140610T130000,30,,,,
Visit,v22,SE12 9QB,20140610T090000,20140610T170000,30,,,,
Visit,v23,SE12 8SS,20140610T090000,20140610T170000,30,,,,
Visit,v24,SE25 4DQ,20140610T090000,20140610T110000,30,,,,
Visit,v25,SE21 8BX,20140610T130000,20140610T170000,30,,,,
Visit,v26,SE25 4XL,20140610T130000,20140610T150000,30,,,,
Visit,v27,SE1 6TJ,20140610T090000,20140610T170000,30,,,,
Visit,v28,SE12 0JQ,20140610T090000,20140610T170000,30,,,,
Visit,v29,SE11 6PT,20140610T090000,20140610T100000,30,,,,
Visit,v30,W1H 7JB,20140610T090000,20140610T170000,30,,,,
Visit,v31,W1J 5HQ,20140610T090000,20140610T170000,30,,,,
Visit,v32,W1T 3QG,20140610T090000,20140610T110000,30,,,,
Visit,v33,W1J 8PD,20140610T130000,20140610T150000,30,,,,
Visit,v34,W5 5RN,20140610T090000,20140610T130000,30,,,,
Visit,v35,SW1H 9EU,20140610T150000,20140610T170000,30,,,,
Visit,v36,SW1H 9HP,20140610T090000,20140610T130000,30,,,,
Visit,v37,E6 6AQ,20140610T130000,20140610T170000,30,,,,
Visit,v38,E6 9SN,20140610T150000,20140610T170000,30,,,,
Visit,v39,E7 0AF,20140610T090000,20140610T170000,30,,,,
Visit,v40,E7 8DT,20140610T130000,20140610T140000,30,,,,
Visit,v41,IG11 0RD,20140610T100000,20140610T110000,30,,,,
Visit,v42,IG11 0RJ,20140610T130000,20140610T150000,30,,,,
Visit,v43,W1U 4ED,20140610T090000,20140610T130000,30,,,,
Visit,v44,NW4 2DH,20140610T150000,20140610T170000,30,,,,
Visit,v45,SW1P 4BB,20140610T160000,20140610T170000,30,,,,
Visit,v46,SW1P 4PX,20140610T140000,20140610T150000,30,,,,
Visit,v47,SW1V 1NP,20140610T150000,20140610T170000,30,,,,
Visit,v48,SE13 6TZ,20140610T090000,20140610T170000,30,,,,
Visit,v49,W1S 2HU,20140610T130000,20140610T170000,30,,,,
Visit,v50,SE12 8PB,20140610T090000,20140610T170000,30,,,,
Visit,v51,E6 9ST,20140610T090000,20140610T130000,30,,,,
Visit,v52,E6 2NS,20140610T160000,20140610T170000,30,,,,
Visit,v53,E6 9SP,20140610T090000,20140610T170000,30,,,,
Visit,v54,E6 2PX,20140610T090000,20140610T130000,30,,,,
Visit,v55,E7 8EA,20140610T090000,20140610T170000,30,,,,
Visit,v56,E6 2NF,20140610T090000,20140610T130000,30,,,,
Visit,v57,NW4 2DT,20140610T090000,20140610T170000,30,,,,
Visit,v58,NW4 3DE,20140610T090000,20140610T170000,30,,,,
Visit,v59,NW4 3DH,20140610T100000,20140610T110000,30,,,,
Visit,v60,NW4 3RD,20140610T130000,20140610T150000,30,,,,
Visit,v61,NW4 3SA,20140610T090000,20140610T170000,30,,,,
Visit,v62,NW4 3UA,20140610T090000,20140610T130000,30,,,,
Visit,v63,W5 5RA,20140610T120000,20140610T130000,30,,,,
Visit,v64,W5 5SA,20140610T090000,20140610T100000,30,,,,
