Ptrans test,,,,,,,,,
,,,,,,,,,
GIS,TfL,,,,,,,,
,,,,,,,,,
Depot Section,,,,,,,,,
,,,,,,,,,
Depot,SE13 7TW,This is the location from which all vehicles start/finish,,,,,,,
CommenceTime,20140610T090000,This is the start time for all vehicles,,,,,,,
,,,,,,,,,
Customer Section,,,,,,,,,
,Name,Location,Window Start,Window End,Visit length (mins),,,,
Visit,v1,SE23 3NN,20140610T090000,20140610T170000,30,,,,
Visit,v2,SE9 5TG,20140610T090000,20140610T170000,30,,,,
Visit,v3,SE20 8LB,20140610T090000,20140610T170000,30,,,,
Visit,v4,SE1 1GE,20140610T090000,20140610T170000,30,,,,
Visit,v5,SE8 4HZ,20140610T090000,20140610T170000,30,,,,
Visit,v6,SE19 3NF,20140610T090000,20140610T170000,30,,,,
Visit,v7,SE22 8RP,20140610T090000,20140610T170000,30,,,,
Visit,v8,SE16 5QU,20140610T090000,20140610T170000,30,,,,`
Visit,v9,SE19 3DX,20140610T090000,20140610T170000,30,,,,
Visit,v10,SE24 0EF,20140610T090000,20140610T170000,30,,,,
Visit,v11,SE16 6AU,20140610T090000,20140610T170000,30,,,,
Visit,v12,SE9 5DL,20140610T090000,20140610T170000,30,,,,
Visit,v13,SE6 1ES,20140610T090000,20140610T170000,30,,,,
Visit,v14,SE1 4QA,20140610T090000,20140610T170000,30,,,,
Visit,v15,SE15 5SZ,20140610T090000,20140610T170000,30,,,,
Visit,v16,SE22 8AD,20140610T090000,20140610T170000,30,,,,
Visit,v17,SE15 6TE,20140610T090000,20140610T170000,30,,,,
Visit,v18,SE12 9TZ,20140610T090000,20140610T170000,30,,,,
Visit,v19,SE17 3RD,20140610T090000,20140610T170000,30,,,,
Visit,v20,SE25 5PD,20140610T090000,20140610T170000,30,,,,
Visit,v21,SE4 1QR,20140610T090000,20140610T170000,30,,,,
Visit,v22,SE22 8HA,20140610T090000,20140610T170000,30,,,,
Visit,v23,SE14 6EB,20140610T090000,20140610T170000,30,,,,
Visit,v24,SE25 4TY,20140610T090000,20140610T170000,30,,,,
Visit,v25,SE16 7PF,20140610T090000,20140610T170000,30,,,,
Visit,v26,SE12 9ET,20140610T090000,20140610T170000,30,,,,
Visit,v27,SE15 4HA,20140610T090000,20140610T170000,30,,,,
Visit,v28,SE9 5QR,20140610T090000,20140610T170000,30,,,,
Visit,v29,SE9 2LL,20140610T090000,20140610T170000,30,,,,
Visit,v30,SE19 2QJ,20140610T090000,20140610T170000,30,,,,
Visit,v31,SE12 8BP,20140610T090000,20140610T170000,30,,,,
Visit,v32,SE1 2SS,20140610T090000,20140610T170000,30,,,,
Visit,v33,SE2 0EF,20140610T090000,20140610T170000,30,,,,
Visit,v34,SE5 8PF,20140610T090000,20140610T170000,30,,,,
Visit,v35,SE17 1TS,20140610T090000,20140610T170000,30,,,,
Visit,v36,SE26 6HP,20140610T090000,20140610T170000,30,,,,
Visit,v37,SE18 7BZ,20140610T090000,20140610T170000,30,,,,
Visit,v38,SE28 8LW,20140610T090000,20140610T170000,30,,,,
Visit,v39,SE26 6BP,20140610T090000,20140610T170000,30,,,,
Visit,v40,SE12 9QB,20140610T090000,20140610T170000,30,,,,
Visit,v41,SE14 5TJ,20140610T090000,20140610T170000,30,,,,
Visit,v42,SE7 8NE,20140610T090000,20140610T170000,30,,,,
Visit,v43,SE12 8SS,20140610T090000,20140610T170000,30,,,,
Visit,v44,SE23 3NA,20140610T090000,20140610T170000,30,,,,
Visit,v45,SE25 4DQ,20140610T090000,20140610T170000,30,,,,
Visit,v46,SE21 8BX,20140610T090000,20140610T170000,30,,,,
Visit,v47,SE25 4XL,20140610T090000,20140610T170000,30,,,,
Visit,v48,SE3 7DF,20140610T090000,20140610T170000,30,,,,
Visit,v49,SE1 6TJ,20140610T090000,20140610T170000,30,,,,
Visit,v50,SE15 4DA,20140610T090000,20140610T170000,30,,,,
Visit,v51,SE4 1YB,20140610T090000,20140610T170000,30,,,,
Visit,v52,SE12 0JQ,20140610T090000,20140610T170000,30,,,,
Visit,v53,SE11 6PT,20140610T090000,20140610T170000,30,,,,
Visit,v54,SE6 3TJ,20140610T090000,20140610T170000,30,,,,
Visit,v55,W1H 7JB,20140610T090000,20140610T170000,30,,,,
Visit,v56,W3 7TB,20140610T090000,20140610T170000,30,,,,
Visit,v57,W1J 5HQ,20140610T090000,20140610T170000,30,,,,
Visit,v58,W1T 3QG,20140610T090000,20140610T170000,30,,,,
Visit,v59,W1J 8PD,20140610T090000,20140610T170000,30,,,,
Visit,v60,W2 1EB,20140610T090000,20140610T170000,30,,,,
Visit,v61,W5 5RN,20140610T090000,20140610T170000,30,,,,
Visit,v62,SW1H 9EU,20140610T090000,20140610T170000,30,,,,
Visit,v63,W5 5JY,20140610T090000,20140610T170000,30,,,,
Visit,v64,SW1H 9HP,20140610T090000,20140610T170000,30,,,,
Visit,v65,SW18 9SL,20140610T090000,20140610T170000,30,,,,
Visit,v66,SW12 8LH,20140610T090000,20140610T170000,30,,,,
Visit,v67,SW9 6LW,20140610T090000,20140610T170000,30,,,,
Visit,v68,SM5 4PB,20140610T090000,20140610T170000,30,,,,
Visit,v69,N13 4HP,20140610T090000,20140610T170000,30,,,,
Visit,v70,SW17 9AG,20140610T090000,20140610T170000,30,,,,
Visit,v71,E6 6AQ,20140610T090000,20140610T170000,30,,,,
Visit,v72,W6 9RH,20140610T090000,20140610T170000,30,,,,
Visit,v73,E6 9SN,20140610T090000,20140610T170000,30,,,,
Visit,v74,N1 9JP,20140610T090000,20140610T170000,30,,,,
Visit,v75,E7 0AF,20140610T090000,20140610T170000,30,,,,
Visit,v76,E7 8DT,20140610T090000,20140610T170000,30,,,,
Visit,v77,BR1 1BQ,20140610T090000,20140610T170000,30,,,,
Visit,v78,E3 5AA,20140610T090000,20140610T170000,30,,,,
Visit,v79,E3 5AT,20140610T090000,20140610T170000,30,,,,
Visit,v80,IG11 0RD,20140610T090000,20140610T170000,30,,,,
Visit,v81,IG11 0RJ,20140610T090000,20140610T170000,30,,,,
Visit,v82,SE15 2UJ,20140610T090000,20140610T170000,30,,,,
Visit,v83,SW17 0JZ,20140610T090000,20140610T170000,30,,,,
Visit,v84,W1U 4ED,20140610T090000,20140610T170000,30,,,,
Visit,v85,W6 9RW,20140610T090000,20140610T170000,30,,,,
Visit,v86,N1 9JJ,20140610T090000,20140610T170000,30,,,,
Visit,v87,E18 2DB,20140610T090000,20140610T170000,30,,,,
Visit,v88,E18 2JF,20140610T090000,20140610T170000,30,,,,
Visit,v89,E11 1DZ,20140610T090000,20140610T170000,30,,,,
Visit,v90,E1 6NP,20140610T090000,20140610T170000,30,,,,
Visit,v91,NW4 2DH,20140610T090000,20140610T170000,30,,,,
Visit,v92,NW4 2JT,20140610T090000,20140610T170000,30,,,,
Visit,v93,NW6 2QT,20140610T090000,20140610T170000,30,,,,
Visit,v94,NW6 3AA,20140610T090000,20140610T170000,30,,,,
Visit,v95,SW1P 4BB,20140610T090000,20140610T170000,30,,,,
Visit,v96,SW1P 4PX,20140610T090000,20140610T170000,30,,,,
Visit,v97,SW1V 1NP,20140610T090000,20140610T170000,30,,,,
Visit,v98,SW2 1QA,20140610T090000,20140610T170000,30,,,,
Visit,v99,SW2 2AD,20140610T090000,20140610T170000,30,,,,
Visit,v100,SW2 1LR,20140610T090000,20140610T170000,30,,,,
Visit,v101,EN2 0DY,20140610T090000,20140610T170000,30,,,,
Visit,v102,CR4 3QX,20140610T090000,20140610T170000,30,,,,
Visit,v103,W3 7JU,20140610T090000,20140610T170000,30,,,,
Visit,v104,IG5 0RW,20140610T090000,20140610T170000,30,,,,
Visit,v105,SM6 8SW,20140610T090000,20140610T170000,30,,,,
Visit,v106,NW10 9UL,20140610T090000,20140610T170000,30,,,,
Visit,v107,SW11 4LG,20140610T090000,20140610T170000,30,,,,
Visit,v108,SE13 6TZ,20140610T090000,20140610T170000,30,,,,
Visit,v109,W1S 2HU,20140610T090000,20140610T170000,30,,,,
Visit,v110,SE12 8PB,20140610T090000,20140610T170000,30,,,,
