Depot Name,Location,x,y,commenceTime
DEPOT,SE13 7TW,51.465336,-0.021253,20140610T090000


Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v107,SW11 4LG,51.475275,-0.150842,20140610T090000,20140610T170000,30.0,Car
v106,NW10 9UL,51.544184,-0.24567,20140610T090000,20140610T170000,30.0,Car
v109,W1S 2HU,51.512255,-0.141361,20140610T090000,20140610T170000,30.0,Car
v5,SE8 4HZ,51.471391,-0.024115,20140610T090000,20140610T170000,30.0,Car
Route Name,Route0
Time,234.420626957
Emissions,35.605340135
Distance,45.196147647000004
Cost,92.44682551404

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v105,SM6 8SW,51.361415,-0.146037,20140610T090000,20140610T170000,30.0,Car
v103,W3 7JU,51.508973,-0.250654,20140610T090000,20140610T170000,30.0,Car
v101,EN2 0DY,51.666493,-0.080465,20140610T090000,20140610T170000,30.0,Car
v104,IG5 0RW,51.596486,0.060159,20140610T090000,20140610T170000,30.0,Car
v100,SW2 1LR,51.45674,-0.113504,20140610T090000,20140610T170000,30.0,Car
v102,CR4 3QX,51.407037,-0.178255,20140610T090000,20140610T170000,30.0,Car
v99,SW2 2AD,51.450971,-0.121039,20140610T090000,20140610T170000,30.0,Car
v1,SE23 3NN,51.44797,-0.049132,20140610T090000,20140610T170000,30.0,Car
Route Name,Route1
Time,585.8502038119999
Emissions,89.68514922
Distance,136.61083051700004
Cost,237.67298376805996

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v89,E11 1DZ,51.569612,-0.003582,20140610T090000,20140610T170000,30.0,Car
v87,E18 2DB,51.584378,0.016379,20140610T090000,20140610T170000,30.0,Car
v88,E18 2JF,51.593824,0.01827,20140610T090000,20140610T170000,30.0,Car
v86,N1 9JJ,51.651933,-0.077091,20140610T090000,20140610T170000,30.0,Car
v85,W6 9RW,51.488684,-0.22657,20140610T090000,20140610T170000,30.0,Car
v30,SE19 2QJ,51.411828,-0.084536,20140610T090000,20140610T170000,30.0,Car
v6,SE19 3NF,51.422435,-0.105294,20140610T090000,20140610T170000,30.0,Car
